url,maintext_translated,title_translated
https://thesun.my/archive/penang-businessman-wins-rm696m-largest-jackpot-malaysia-ever-YTARCH483875,"PETALING JAYA: The winner of the RM69.6 million Grand Toto 6/63 jackpot on Sept 13, which is the largest jackpot in the history of Malaysia, is a 40-year-old businessman from Penang.
The winner, who collected his winnings two days later, said he only spent RM50 for 25 sets of Lucky Pick numbers for only one draw to win the jackpot.
""I started playing Sports Toto games four years ago, but I only bet on my car plate numbers and I have not won anything.
""On Wednesday evening, I was stuck in a traffic jam while I was on my way to dinner. So when I decided to take a detour, I spotted a Sports Toto outlet and I thought I should try my luck since all my friends had been talking about the largest Toto jackpot recently.
""It was my first time playing the Lotto game, so I took out RM50 and told the sales person that I wanted to buy RM50 Lucky Pick on Grand Toto 6/63,"" he told Sports Toto.
The winner said he did not check the result on that night and he was alerted by his friends the next morning that someone from Penang won the jackpot.
""I didn't take note of my friend's alert and continued my daily tasks. I went for my breakfast and started working at home.
""Suddenly the jackpot alert crossed my mind and I started checking through the tickets. When I saw a ticket matched the last two numbers of the result, which were 52 and 53, I was pretty sure that I'd won.
""So I told my younger brother to check the rest of the numbers for me and I was right. I won the jackpot. We were so excited that we could not stop screaming and running around the house,"" he said.
Being RM69,637,527.25 richer now, the winner said he would donate a portion of the winnings to charitable organisations, pay off loans and invest in properties in Penang.
The previous largest Toto jackpot, which was the RM57 million Supreme Toto 6/58 jackpot, was won in 2012. Currently, the highest jackpot amount standing at more than RM28 million is also for Supreme Toto 6/58.",Penang businessman wins the RM69.6m largest jackpot in Malaysia ever
https://www.amarujala.com/uttar-pradesh/deoria/161506704265-deoria-news,"Mitria. The sanctilore of Smbre's al-Kuham's al-Karre's al-Kuve Court was closed in. When it became known that he was arrested, the Self Team was left unsanitting.",The band of police broke the Court's plot
"https://t24.com.tr/haber/yeni-dogan-bebegini-cope-atti-iddiasi,471888","Yasin DALKIC/KAYSERI (DHA) - 18-year-old Canan K. Yasin DALKILIC/KAYSERI, (DHA) - 18-KAYSERI\'92s 18-year-old Canan K.\'s son, born dead, was claimed to have been dumped in a dumpster. The baby was not found in a dumpster.",The claim that he threw away his newborn baby.
https://makfax.com.mk/daily-news/%d0%b7%d0%b0-%d0%b2%d0%bc%d1%80%d0%be-%d0%b4%d0%bf%d0%bc%d0%bd%d0%b5-%d1%82%d0%b5%d0%b2%d0%b4%d0%be%d0%b2%d1%81%d0%ba%d0%b8-%d0%b5-%d0%bc%d0%b8%d0%bd%d0%b8%d1%81%d1%82%d0%b5%d1%80-%d0%b7%d0%b0-%d0%b7/,"The VMRO-DPMNE called Dragan Tevdovski a debtor by repeating the claim that after SDSM is in power, these five months only did it destroy the economic climate in Macedonia. ▪Zoran Zaev and his debt minister Tvdovski increased taxes by introducing new duties. Slowly but surely Zaev with his racist policy, Macedonia pushed it into economic collapse. Citizens felt on their backs these losing policies of the government's government","For VMRO-DPMNE, Tevdovski is debt minister"
"https://t24.com.tr/haber/iki-hafif-ticari-arac-carpisti-1-olu-2-yarali,463786","Mustafa SUSANAKKALE, (DHA) - CHANAKKALE, one person died, two people were injured in the collision of two light commercial vehicles at the intersection. In the accident, two people were injured today.","Two light commercial vehicles collided: 1 dead, 2 wounded."
https://www.lankadeepa.lk/Provincial-News/මරගහකනද-පතල-සදද-කරමන-වන-අල-ගමවදත/59-518749,"The people of the village say that there is a threat to the spread of the desert because of cleaning up the area of 8,000 square miles [8,000 sq km] for the project of Vari.",An Alicantes Cleaning the Moorgocans
https://www.sabah.com.tr/akdeniz/2017/10/20/turkiyenin-ilk-yoruk-turkmen-toplulugu-aude-kuruldu,"The community, established at the counselling of Dr. Fatih Bedı, is aiming to pass on the values of Turkish culture that are about to disappear. The Turkish World Yörk Türkmen Student Society is the first in Turkey, Assoc. Prof. Dr. Cudul, who said that the Turkish community is the first in Turkey. ""Our student society is owned by young people, as well as by the youth of the yurc culture,"" Dr. Kudul said",Turkey's first Yörk Türkmen Community established at AÜ
https://newsinfo.inquirer.net/941942/motorcyclist-dies-in-accident-in-occidental-mindoro,"CITY OF CALAPAN – A still unidentified driver of a motorcycle died in an accident in Sablayan town in Occidental Mindoro province Tuesday afternoon.
According to the Mimaropa Police Regional Office, the man was speedily driving his motorcycle on the road at Barangay Poblacion at around 2:38 p.m. when, on reaching a curve, he accidentally veered towards the right lane and bumped a concrete perimeter fence.
ADVERTISEMENT
Police said the driver had no identification papers and his red and black motorcycle had no plate number attached.
The victim sustained head injuries and bruises in different parts of his body that caused his instantaneous death.
His remains were taken to Majar Funeral Homes, while the motorcycle is now under the custody of Sablayan Municipal Police Station.
As of this posting, police are still in the process of identifying the victim. –Madonna T. Virola
/atm
Read Next",Motorcyclist dies in accident in Occidental Mindoro
https://www.bd-pratidin.com/national/2017/10/01/268652,The government does not have the credibility of MPs leaving the eC.E. - abroad - ordering them to vote :,Government diplomatically failed to solve the Rohingya problem:
https://musavat.com/news/turk-dunyasi-ucun-boyuk-gun-fotolarda_479330.html,"Today, the world’s sight was at Bank, and a remarkable event, including the Thulun, was written, to the Big Bang, to the Big Bang, and to the Rescuer.",Great Centurion for the World
https://lematin.ma/journal/2017/les-coreens-lorgnent-le-marche-energetique-marocain/280646.html,"An important delegation of 11 Korean companies made the trip, on 26 October in Casablanca, to look for business opportunities in the energy field. Ph. Seddik. Korean companies specialized in electricity conducted a BtoB mission, on 26 October in Casablanca. Objective: to look for business opportunities in Morocco in renewable energy in particular.. Koreans have aims on the Moroccan energy market",Koreans Long the Moroccan Energy Market
http://www.newsday.co.zw/2017/10/mbare-man-jailed-6-years-stealing-network-cables/,"A 21-YEAR-OLD Mbare man has been slapped with a six-year prison term by a Harare magistrate after he was convicted of stealing 30kg of communication drop live cables worth $3 000.
BY DESMOND CHINGARANDE
Danmore Mutyavaviri was convicted by magistrate Nomsa Sabarauta, who ruled that offences of stealing copper network live cables were soaring and a six-year jail term without suspension of sentence would deter other would-be offenders.
However, Mutyavaviri had denied the charge saying he was only assisting his colleague, who fled the scene, to carry the load not knowing that he was stealing the cables.
But a witness, George Mutemachani, had told court that he saw Mutyavaviri and his accomplice, who is still at large, pulling the cables from a distance.
The court heard that on September 11 this year Mutyavaviri and his accomplice, Godknows Mutaurwa, cut and bundled communication drop live cables.
An alert security company guard Mutemachani saw Mutyavaviri and Mutaurwa pulling the cables and he informed his senior who in turn phoned Borrowdale police.
Borrowdale police officers rushed to the scene where they managed to arrest Mutyavaviri and recovered 30kg of communications drop cables, but his accomplice Mutaurwa managed to escape.
Francisca Mukumbiri appeared for the State.
Do you have a coronavirus story? You can email us on: news@alphamedia.co.zw",Mbare man jailed 6 years for stealing network cables
